authorId,contrib_index,contribution,ideas,type,syntax,semantic
VXNlcjplMmRjNWE1NS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,104,je pense qu'il faudrait remettre l'ISF ce qui serait beaucoup plus équitable pour l'équilibre de l'économie car cela n'est pas juste que ce soit toujours les mêmes qui payent pour les autres.  un jour les gens qui payent pour tout le monde n'y arriveront plus et cela sera un gros problème. Il faut un partage des richesses pour que le pays marche bien.,Il faudrait remettre l'ISF pour assurer l'équité économique || Il n'est pas juste que ce soit toujours les mêmes qui payent pour les autres || Les gens qui payent pour tout le monde n'y arriveront plus un jour || Il faut un partage des richesses pour que le pays marche bien,statement,positive,neutral
VXNlcjozNjgwMWQ4YS0xOTlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,107,Que tous les citoyens payent un impôt progressif.,Tous les citoyens doivent payer un impôt progressif,statement,positive,neutral
VXNlcjpiODRkNzFjNS0xZTFlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,109,"supprimer la CSG pour tous les retraités, indexer les retraites sur le coût de la vie",Il faut supprimer la CSG pour tous les retraités || Il faut indexer les retraites sur le coût de la vie,statement,positive,neutral
VXNlcjpmZDYwZWI0Yy0xOTYzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,111,Lutter efficacement contre l'évasion fiscale. Faire un audit de toutes les niches fiscales et supprimer toutes celles ne servant pas en ayant le courage de ne pas céder aux lobbys car derrière chaque niche il y a un chien prèt à mordre.,Il faut lutter efficacement contre l'évasion fiscale || Il faut faire un audit de toutes les niches fiscales || Il faut supprimer toutes les niches fiscales qui ne servent pas || Il faut avoir le courage de ne pas céder aux lobbys || Derrière chaque niche fiscale il y a un chien prêt à mordre,statement,positive,neutral
VXNlcjoyN2Q4ZWZlMy0xZDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,112,L’impôt sur le revenu est redistributif. Il faut augmenter les droits d’enregistrement sur les successions afin de baisser progressivement les autres impôts et taxes.,L'impôt sur le revenu est redistributif || Il faut augmenter les droits d'enregistrement sur les successions afin de baisser progressivement les autres impôts et taxes,statement,positive,neutral
VXNlcjpmNGNiZmJmOS0xZDk1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,113,"Plus juste, c'est élargir l'assiette à tous les citoyens, quelque soit l'impôt. Supprimer les niches et exemptions. Redéployer les affectations des impôts et taxes.","Une fiscalité plus juste nécessite d'élargir l'assiette à tous les citoyens, quel que soit l'impôt || Les niches et exemptions doivent être supprimées || Il faut redéployer les affectations des impôts et taxes",statement,positive,neutral
VXNlcjoxYjQyYTI0ZS0xYTI3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,114,"Une vrai fiscalité pour les entreprises et tous les puissants qui, armés d'avocats spécialisés arrivent à contourner les règles.",Il faut instaurer une véritable fiscalité pour les entreprises et les puissants || Les entreprises et les puissants parviennent à contourner les règles grâce à des avocats spécialisés,statement,positive,neutral
VXNlcjo1ZTY0MTE3MS0xOTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,115,Faire ruisseler les revenus,Faire ruisseler les revenus,statement,positive,neutral
VXNlcjo1NGU5YjAzNS0xYWRiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,117,"retenir l impots sur tout les revenus,du travail,du capital et aussi des multinationales","Il faut retenir l'impôt sur tous les types de revenus, incluant ceux du travail, du capital et des multinationales",statement,positive,neutral
VXNlcjpmN2E5MjUwYS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,118,Supprimer la CSG sur le pensions et les rentes,Supprimer la CSG sur les pensions et les rentes,statement,positive,neutral
VXNlcjoxYjJkNzYzNy0xOTY5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,120,Remettre les impôts aux plus fortunés,Remettre les impôts aux plus fortunés,statement,positive,neutral
VXNlcjo2MmNjMmFjMi0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,121,"Depuis plusieurs années déjà tout le monde, journalistes, politiques, citoyens parlent de justice ou plutôt d'injustice fiscale ! 	 	Le ressenti de cette injustice est d'autant plus flagrant et violent au plus près des limites des tranches définies, qu'il s'agisse des « tranches d'impositions » ou des tranches d'éligibilité aux différentes « prestations sociales » en vigueur dans notre pays. Les exemples le plus récents et les plus douloureux étant l'augmentation de la CSG fixés selon le niveau de revenu pour les retraités ou encore l'exonération de la taxe d'habitation fixée selon le revenu fiscal de référence, ou plus récemment encore l'éligibilité au changement de chaudière pour un euro.... etc 	 	En effet, cette méthode de seuils ou de plafonds induit des situations souvent conflictuelles entre voisins ou amis : un ménage dépassant le seuil d'exonération de 100 ou 200 euros voir moins, se voit injustement et très sensiblement lésé par rapport à un ménage voisin qui se trouve en dessous de ce seuil de 100 ou 200 euros voir moins, surtout si la taxe d'habitation est très élevée dans la commune et compte tenu du coût dans le cas du remplacement d'une chaudière. Les deux ménages sont d'ailleurs d'accord entre eux pour convenir que cela est très injuste.  	Comme je vous le dis plus haut, tout le monde en parle et personne ne bouge pourquoi ? Cette progressivité totale et réelle est elle si difficile à mettre en place que personne n'ose entamer le chantier ? 	N'avons nous pas en France les mathématiciens ou financiers compétents pour résoudre ce problème ou est une volonté politique de ne pas y réfléchir ? 	Est il possible de concevoir un algorithme de calcul pour lisser au maximum ces seuils ou plafonds en aboutissant évidemment à une même recette fiscale ou à une même dépense sociale pour l'ETAT ?   	Et bien entendu si cet algorithme existe , est il possible de le traduire en code informatique et l'introduire dans les logiciels utilisés par les services de l'ETAT ?  	Je pense très sincèrement que cette solution si elle était mise en place apaiserait les relations entre les contribuables et réduirait très sensiblement ce sentiment d'injustice exprimé depuis longtemps et plus récemment surtout par une majorité de citoyens.",Tout le monde parle d'injustice fiscale depuis plusieurs années || Le sentiment d'injustice est violent aux limites des tranches d'imposition et des prestations sociales || La méthode des seuils induit des situations conflictuelles et injustes pour les ménages proches des limites || Personne ne bouge pour mettre en place une progressivité totale || Il faut concevoir un algorithme pour lisser au maximum les seuils et plafonds || Cette solution doit garantir une recette fiscale ou une dépense sociale identique pour l'État || L'application de ce lissage réduirait le sentiment d'injustice des citoyens,statement,positive,neutral
VXNlcjo0ZmFmYzE5My0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,122,"Le problème se pose surtout sur la classe moyenne puisque les gens à faible revenus ne payent pas d impôt -2500 euros par mois et par foyer  et perçoivent les aides sociales et les foyers gagnant plus de 10000 euros par mois ont l accès plus facile aux produits de défiscalisation et si on parle des foyers patrimoniaux ayant beaucoup d épargnés financières arrivent à se constituer des revenus avec une très faible imposition  . Il faut aider la classe moyenne à sortir de l’eau, aujourd’hui notre pouvoir d achat baisse nous travaillons nous ne rechignons pas à l effort bien au contraire mais nous perdons du pouvoir d achat sans cesse et nous sommes sans arrêt les oubliés de toutes les réformes fiscales",Les gens à faibles revenus ne paient pas d'impôt et perçoivent les aides sociales || Les foyers gagnant plus de 10000 euros par mois ont un accès plus facile aux produits de défiscalisation || Les foyers patrimoniaux arrivent à se constituer des revenus avec une très faible imposition || Le problème fiscal se pose surtout sur la classe moyenne || Il faut aider la classe moyenne à sortir de l'eau || Le pouvoir d'achat de la classe moyenne baisse sans cesse || La classe moyenne travaille et ne rechigne pas à l'effort || La classe moyenne est sans arrêt l'oubliée de toutes les réformes fiscales,statement,positive,neutral
VXNlcjoyM2QxZDI2MS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,123,rétablir l'ISF et créer une tranche supplémentaire d'impôt à 70%,Rétablir l'ISF || Créer une tranche supplémentaire d'impôt à 70%,statement,positive,neutral
VXNlcjpjMWVjNjFhNS0xZDRlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,124,tout le monde devrait y être soumis dès le 1er euro et créer + de tranches,"[PARSE_FAIL] 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more de",statement,positive,neutral
VXNlcjo5ZTljNGQzYS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,125,"Obliger toutes les entreprises et personnes faisant des profits sur notre territoire à payer leurs impôts en France, et exclure toute possibilité de montage financier pour qu'elles passent outre.",Il faut obliger toutes les entreprises et personnes faisant des profits sur le territoire à payer leurs impôts en France || Il faut exclure toute possibilité de montage financier permettant de passer outre l'impôt,statement,positive,neutral
VXNlcjoyODVlNjgyMS0xOTVkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,126,"actuellement la TVA représente le double de la CSG. Pour donner du pouvoir d'achat aux plus modestes, baisser la CSG sur les salaires ( pas sur les revenus financiers) de 1,5% , baisser la TVA sur les produits de premières nécessité de 5,5% à 5% et augmenter la tranche haute de la TVA de 20 à 21%. Ceci n'aurait aucune incidence sur les revenus de l'état et aurait pour avantage de remplacer un impôt sur le travail par un impôt sur la consommation et donc de mettre les produits étranger sur le même point que la production française avec un cout  = 0.  Réduire les avantages fiscaux accordés à certaines professions (journaliste par exemple)","La TVA représente actuellement le double de la CSG || Il faut baisser la CSG sur les salaires de 1,5% pour donner du pouvoir d'achat aux plus modestes || La baisse de la CSG ne doit pas s'appliquer aux revenus financiers || Il faut baisser la TVA sur les produits de première nécessité de 5,5% à 5% || Il faut augmenter la tranche haute de la TVA de 20 à 21% || Ces mesures n'auraient aucune incidence sur les revenus de l'État || Cette réforme permettrait de remplacer un impôt sur le travail par un impôt sur la consommation || Cette réforme mettrait les produits étrangers sur le même plan que la production française || Il faut réduire les avantages fiscaux accordés à certaines professions comme les journalistes",statement,positive,neutral
VXNlcjo2ZTgxMmU5ZS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,127,"Je souhaite débattre du sujet suivant : Le caractère inéquitable de l’augmentation de la CSG pour les retraités Cette augmentation me semble tout à fait inacceptable pour les raisons suivantes :  Prétendre que les retraités doivent contribuer par ce biais à soutenir les actifs moins bien nantis est un abus. C’est un précédent très inquiétant pour l’avenir, dans la mesure où les revenus des retraités pourraient donc être désormais une variable économique constante d’ajustement. Si des actifs sont aujourd’hui en difficulté économique ou privés d’emploi, les retraités n’y sont pour rien, seul le niveau des rémunérations et l’activité économique est en cause. Prétendre le contraire revient à estimer que le niveau des pensions de retraite est trop élevé et/ou que les cotisations imposées aux salariés et aux entreprises sont trop importantes. On peut comprendre, même si ceci est inacceptable, que les entreprises préféreraient que les pensions de retraites diminuent pour éviter la hausse, ou même favoriser la baisse des cotisations. On peut aussi remarquer que cette population de retraités n’a plus aucun levier de réaction devant ce type de mesure. Mis à part le bulletin de vote (non négligeable certes, mais dangereux car favorisant éventuellement les extrêmes), ses autres moyens de pression sont inexistants. Cette population ne peut guère envisager de reprendre une activité pour compléter ses revenus, sauf à souhaiter une société « à l’américaine » dans laquelle les retraités de 75 ans emballent les marchandises aux caisses des supermarchés, dans quel cas il faut l’affirmer. On comprend donc que cette population est un « otage » idéal.  D’autre part, si l’on considère maintenant les aspects « techniques ». Evoquer la nature de notre système de retraite par répartition aux retraités en leur affirmant, je cite : « vous n’avez pas cotisé pour votre retraite …….et ce sont les actifs qui paient la vôtre », est techniquement exact, mais intellectuellement à la limite de l’honnêteté. En effet, les retraités d’aujourd’hui ont exercé leur activité professionnelle et cotisé pour payer les retraites de leurs ainés, en pensant que cela leur octroyait des droits, ce qu’on n’a cessé de leur répéter, même dans les documents officiels.  Ceci n’est pas la responsabilité des gouvernements précédents mais de l’état français et de son administration. D’autre part, soulignons que les retraites complémentaires sont un système par points, ce qui conforte le sentiment de droits. On peut penser que nos dirigeants actuels rêvent d’un système de retraite par capitalisation, dont on peut apprécier combien il a fait le bonheur de certains autres peuples occidentaux. Mais ça n’est pas le cas, et il faut donc que l’état honore ses engagements en prenant d’autres dispositions, y compris sur le système de retraite futur et la durée d’activité pour assurer la pérennité du financement.  Enfin je souhaite revenir sur la notion de « retraités les plus aisés ». Je pense que les retraités qui ont des retraites confortables, ont conscience de leurs avantages, non usurpés, s’ils ont la santé pour en profiter, et que ça n’est pas le montant de la contribution « obligatoire » qui va restreindre leur niveau de vie, mais leur réticence (c’est un euphémisme) résulte de l’arbitraire du raisonnement et de la mesure prise. L’exemption portée jusqu’à 2000 € n’est pas de nature à apaiser et ce pour des raisons évidentes.  Après avoir opposé les retraités aux actifs, on les oppose maintenant entre eux, c’est à ne plus rien y comprendre, même si le Conseil Constitutionnel estime que tout cela est équitable. Les retraités qui ont des pensions « élevées » sont plutôt des anciens personnels d’encadrement qui se sont particulièrement investis dans la vie économique et ont contribué par leur talent et leurs efforts à développer l’économie. D’autre part la plus grande partie du montant de leur retraite est constituée par les retraites complémentaires dont on sait, comme je l’ai évoqué ci-avant, qu’elles s’appuient sur un système par points, donc très représentatif de la contribution fournie et des droits qui s’y attachent. D’ailleurs ceci n’augure pas bien de la prochaine réforme des retraites dont l’une des pistes semble devoir être un système par point. L’attribution des points n’octroierait-elle aucun droit garanti et les pensions seraient-elles ajustables en fonction de la situation économique ?    Pour conclure, et parler vraiment d’équité financière et fiscale, il suffit de comparer l’enjeu financier de cette augmentation de la CSG avec le montant estimé de la fraude fiscale ou encore de mesures telles que la « flat taxe » pour comprendre qu’il est possible d’aller chercher les ressources ailleurs, sans pour autant nuire à l’attractivité économique de notre pays. Un vote qui s’orienterait vers les extrêmes, serait bien plus préjudiciable à l’attractivité de la France. Je pense que les retraités peuvent admettre que l’évolution de leurs pensions soit limitée à l’évolution du coût de la vie, pendant que les salaires évoluent plus vite, ce qui n’est même plus le cas. Par contre ajouter à cette désindexation des pensions, une confiscation arbitraire par le biais de la CSG ne peut pas être accepté. Il vaudrait mieux avoir l’honnêteté de dire clairement que l’on veut réduire les pensions de retraites en méprisant les droits acquis, plutôt que de le « camoufler » derrière une désindexation et une augmentation de la CSG. Bien sûr, ceci est politiquement inavouable, mais l’habillage n’abuse personne. Plutôt que d’égarer un électorat qui n’avait rien de subversif, il serait plus raisonnable de réindexer les retraites et, surtout, d’abandonner totalement cette augmentation de CSG pour les retraités. Il est dangereux de donner le sentiment à une partie non négligeable de la population qu’elle est devenue un poids mort pour la société, de la soupçonner d’oisiveté et d’aisance alors qu’elle est un acteur économique non négligeable en consommant, en aidant ses enfants, en assistant ses ainés dépendants , mais aussi en contribuant à la vie associative. On leur oppose le fait que l’on entend favoriser les actifs, ce qui laisse entendre qu’ils sont « inactifs » et donc inutiles.  En dépit de leur impuissance à exercer une pression, il reste deux moyens de réagir pour les retraités : - Ils ont l’avantage d’avoir plus de temps que les actifs et ne manquent pas de s’exprimer longuement sur le web et les réseaux sociaux. - Et surtout, ce sont des électeurs qui votent plus que la moyenne.   Faute de revenir sur ces iniquités et en y ajoutant d’autres mécontentements sociaux, le risque de voir les partis populistes accéder au pouvoir est réel, le scénario italien n’est pas une fiction. On veut se rassurer en France en prétendant que « le mariage de la carpe et du lapin » n’est pas possible dans notre pays, mais l’aurait-on raisonnablement envisagé en Italie ?   Cette mesure pourrait être corrigée, sans que les auteurs de la décision se déjugent dès l’instant où ils afficheraient leur compréhension et annonceraient une substitution financière crédible. Je ne crois absolument pas que l’on puisse soupçonner les retraités de ne pas être une population solidaire et l’effort de la désindexation des retraites, ces dernières années, est déjà très conséquent et ne pourra pas perdurer éternellement.   Je souhaiterais donc que cette réflexion soit menée intelligemment, éventuellement avec les corps intermédiaires et notamment les syndicats les plus progressistes qui doivent avoir des idées sur la question.",L'augmentation de la CSG pour les retraités est considérée comme inéquitable et inacceptable || Prétendre que les retraités doivent soutenir les actifs constitue un abus || Les revenus des retraités ne doivent pas devenir une variable d'ajustement économique || Les retraités ne sont pas responsables des difficultés économiques des actifs || Les retraités n'ont plus aucun levier de réaction hormis le bulletin de vote || Les retraités ne peuvent guère envisager de reprendre une activité pour compléter leurs revenus || Il est intellectuellement malhonnête d'affirmer que les retraités n'ont pas cotisé pour leur retraite || L'État doit honorer ses engagements pour assurer la pérennité du financement des retraites || L'opposition faite entre les retraités eux-mêmes est incompréhensible || Les pensions élevées sont justifiées par des carrières très investies et un système à points || Il est possible de trouver les ressources financières ailleurs que dans la poche des retraités || Le cumul de la désindexation des pensions et de la hausse de la CSG ne peut pas être accepté || Le gouvernement devrait avouer honnêtement vouloir réduire les pensions au lieu de le camoufler || Il serait plus raisonnable de réindexer les retraites et d'abandonner l'augmentation de la CSG || Les retraités ne sont pas un poids mort mais des acteurs économiques et sociaux essentiels || Le maintien de ces iniquités risque de favoriser la montée des partis populistes || Une réflexion sur le financement doit être menée intelligemment avec les syndicats,statement,positive,neutral
